cd9b0dcbc61f06f5fec49dc9470bf9efc733168c,MODIFY,regular-file,White Gloves Studio Architecture.md,14685,319-320
cf529a78f161e9e9c05a0b203b1a39c8c53d2dee,MODIFY,regular-file,cms/.env.example,262,2;5
4a2dde69c19901af48399a367d01af4d2ad8dc1e,MODIFY,regular-file,cms/README.md,3277,33
3aba7cc7e2a9a602a8bef3e05d4dbab34b7825d4,MODIFY,regular-file,cms/docker-compose.yml,915,19
